Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,49.820000,52.610001,49.730000,52.560001,52.560001,62590600
2020-05-05,53.430000,53.509998,51.290001,52.189999,52.189999,56560500
2020-05-06,52.419998,53.310001,51.880001,52.160000,52.160000,48138100
2020-05-07,52.930000,52.970001,51.619999,51.950001,51.950001,48956600
2020-05-08,52.150002,53.270000,51.810001,53.189999,53.189999,40686100
2020-05-11,52.900002,55.889999,52.750000,55.740002,55.740002,68746400
2020-05-12,56.209999,56.580002,53.750000,53.759998,53.759998,55631100
2020-05-13,54.040001,55.220001,51.299999,52.180000,52.180000,76824700
2020-05-14,52.099998,54.540001,51.610001,54.509998,54.509998,73814000
2020-05-15,53.320000,54.439999,52.860001,54.200001,54.200001,66950900
2020-05-18,54.980000,55.250000,54.240002,54.590000,54.590000,48569200
2020-05-19,54.389999,56.730000,54.360001,55.470001,55.470001,60388500
2020-05-20,56.549999,56.980000,55.630001,56.389999,56.389999,50888200
2020-05-21,56.680000,56.720001,54.610001,54.650002,54.650002,48496100
2020-05-22,54.770000,55.369999,53.779999,55.169998,55.169998,43524100
2020-05-26,56.009998,56.080002,53.020000,53.189999,53.189999,51618900
2020-05-27,53.270000,53.279999,49.090000,52.740002,52.740002,102414500
2020-05-28,52.250000,53.540001,51.250000,51.740002,51.740002,53670200
2020-05-29,52.070000,53.799999,51.849998,53.799999,53.799999,64666700
2020-06-01,53.310001,54.110001,52.889999,53.630001,53.630001,36864400
2020-06-02,53.450001,53.570000,52.009998,53.540001,53.540001,42855200
2020-06-03,53.599998,53.650002,52.330002,52.730000,52.730000,46765300
2020-06-04,52.590000,53.740002,52.200001,52.630001,52.630001,44869100
2020-06-05,52.990002,53.570000,52.080002,53.099998,53.099998,53908300
2020-06-08,53.299999,53.349998,52.259998,52.970001,52.970001,39681700
2020-06-09,52.950001,56.459999,52.720001,56.389999,56.389999,79919100
2020-06-10,57.200001,59.000000,57.029999,57.439999,57.439999,78719400
2020-06-11,55.939999,56.680000,52.799999,52.830002,52.830002,78715400
2020-06-12,55.009998,55.599998,52.110001,53.500000,53.500000,71189100
2020-06-15,52.580002,54.730000,52.410000,54.680000,54.680000,56740700
2020-06-16,55.720001,56.070000,53.590000,54.459999,54.459999,50949700
2020-06-17,54.790001,55.820000,54.299999,54.549999,54.549999,45146500
2020-06-18,54.619999,55.119999,53.650002,54.040001,54.040001,40354700
2020-06-19,54.410000,55.459999,53.820000,54.230000,54.230000,52801500
2020-06-22,54.669998,55.169998,53.740002,54.759998,54.759998,44704800
2020-06-23,55.049999,55.369999,53.869999,53.990002,53.990002,48089000
2020-06-24,53.939999,54.740002,51.919998,52.389999,52.389999,53535500
2020-06-25,52.560001,52.700001,50.540001,51.930000,51.930000,51129600
2020-06-26,51.849998,51.950001,49.450001,50.099998,50.099998,65485700
2020-06-29,50.150002,50.279999,48.419998,50.279999,50.279999,49905800
2020-06-30,51.160000,52.770000,50.820000,52.610001,52.610001,42275700
2020-07-01,52.630001,52.869999,51.599998,52.580002,52.580002,32370900
2020-07-02,53.029999,53.189999,52.049999,52.340000,52.340000,29081400
2020-07-06,52.900002,53.520000,52.330002,53.400002,53.400002,36769400
2020-07-07,53.279999,54.169998,52.860001,52.930000,52.930000,32153100
2020-07-08,53.009998,53.470001,52.070000,53.430000,53.430000,35608300
2020-07-09,53.520000,57.580002,53.310001,57.259998,57.259998,87216300
2020-07-10,57.540001,58.150002,55.509998,55.880001,55.880001,59839700
2020-07-13,56.680000,58.349998,53.380001,53.590000,53.590000,57741800
2020-07-14,53.299999,54.860001,52.259998,54.720001,54.720001,54890100
2020-07-15,54.959999,55.369999,53.590000,55.340000,55.340000,42360300
2020-07-16,54.680000,55.150002,53.740002,54.919998,54.919998,36887100
2020-07-17,55.310001,55.810001,54.680000,55.040001,55.040001,34710400
2020-07-20,55.230000,57.529999,54.830002,57.459999,57.459999,45034300
2020-07-21,57.810001,58.500000,56.320000,57.000000,57.000000,44741000
2020-07-22,57.070000,62.000000,56.970001,61.790001,61.790001,135159400
2020-07-23,61.630001,62.330002,58.630001,59.570000,59.570000,106829100
2020-07-24,64.180000,69.940002,64.050003,69.400002,69.400002,205314500
2020-07-27,69.279999,71.629997,67.790001,68.970001,68.970001,107918100
2020-07-28,68.099998,69.800003,67.019997,67.610001,67.610001,94181400
2020-07-29,75.500000,77.190002,73.900002,76.089996,76.089996,132969700
2020-07-30,75.370003,78.959999,75.070000,78.199997,78.199997,80286900
2020-07-31,78.669998,78.959999,75.360001,77.430000,77.430000,71621600
2020-08-03,78.190002,78.500000,77.059998,77.669998,77.669998,42628800
2020-08-04,78.029999,85.809998,77.989998,85.040001,85.040001,155676100
2020-08-05,84.959999,86.320000,83.320000,85.309998,85.309998,65642600
2020-08-06,85.489998,86.980003,84.779999,86.709999,86.709999,53961700
2020-08-07,86.669998,87.290001,82.669998,84.849998,84.849998,66543200
2020-08-10,85.050003,85.160004,79.320000,82.239998,82.239998,70536100
2020-08-11,80.709999,80.709999,76.099998,76.879997,76.879997,77877700
2020-08-12,78.430000,82.879997,77.550003,82.610001,82.610001,88513700
2020-08-13,82.879997,84.019997,81.540001,81.839996,81.839996,57407400
2020-08-14,81.809998,83.239998,80.879997,81.300003,81.300003,42389500
2020-08-17,82.089996,83.059998,81.550003,82.419998,82.419998,31450200
2020-08-18,82.800003,82.879997,81.029999,81.660004,81.660004,30970500
2020-08-19,81.779999,81.849998,80.449997,81.089996,81.089996,37507400
2020-08-20,79.739998,82.839996,79.120003,82.769997,82.769997,42948900
2020-08-21,83.290001,84.410004,82.230003,83.809998,83.809998,48280300
2020-08-24,84.550003,85.330002,82.550003,83.080002,83.080002,38036100
2020-08-25,83.360001,86.620003,82.349998,86.349998,86.349998,49234400
2020-08-26,86.970001,87.720001,85.199997,86.019997,86.019997,47157300
2020-08-27,86.349998,86.580002,82.940002,83.800003,83.800003,42194200
2020-08-28,84.300003,86.040001,84.190002,85.550003,85.550003,40723300
2020-08-31,85.050003,92.639999,85.050003,90.820000,90.820000,90655900
2020-09-01,91.919998,92.510002,90.190002,92.180000,92.180000,55825600
2020-09-02,94.010002,94.279999,88.739998,90.220001,90.220001,50366900
2020-09-03,87.839996,88.470001,81.589996,82.540001,82.540001,87462700
2020-09-04,81.449997,84.389999,76.330002,82.010002,82.010002,82267800
2020-09-08,78.050003,81.879997,78.000000,78.690002,78.690002,54955700
2020-09-09,81.400002,82.440002,79.279999,81.910004,81.910004,54163900
2020-09-10,83.070000,83.309998,78.379997,78.980003,78.980003,51499400
2020-09-11,79.820000,79.989998,75.040001,76.339996,76.339996,54763000
